SIGUMGO_ORG_C	ICH_SIGUMGO_GUN_GU_C	ICH_SIGUMGO_HOIKYE_C	SIGUMGO_AC_B	SIGUMGO_AC_SER	SIGUMGO_HOIKYE_YR	MNG_NO	TRXDT	TRXNO	IPJI_G	SIGUMGO_TRX_G	SIGUMGO_SUNP_TRX_G	SIGUMGO_IP_TRX_G	SIGUMGO_JI_TRX_G	SIGUMGO_TRX_G1	SIGUMGO_TRX_G2	SIGUMGO_TRX_G3	SIGUMGO_TRX_G4	NEW_GU_YR_G	SUNP_ICH_SIGUMGO_GUN_GU_C	ICH_SIGUMGO_DONG_DEPT_C	SUNP_SIGUMGO_HOIKYE_SMOK_C	CMMT_CTNT	ETC_CTNT	GISDT	GJDT	CRT_CAN_G	TRXBRNO	PMNY_DOC_K	DOC_NO1	DOC_NO2	JI_ORDR_DOC_STT_NO	JI_ORDR_DOC_END_NO	GDSN_K	GDSN_NO	TRAMT	SUNP_CNT	SUNP_AMT	MTAX_CNT	MTAX_AMT	TAX_OI_SUIP_CNT	TAX_OI_SUIP_AMT	OCR_G	OCR_CNT	OCR_AMT	EDTAX_AMT	NTTAX_AMT	LINKAC_KWA_C	LINK_ACSER	LINKAC_TRX_DT	LINKAC_TRX_NO	LINKAC_JAN	IMMD_PROC_DSYN	LST_CDT	LST_CHG_TIME	LST_CHG_SCR_ID	LST_CHG_BRNO	LST_CHG_HWNNO	DR_CHGR_KEYNO	DR_CHGR_HWNNO	CHG_RSN	SIGUMGO_TAX_IP_MNG_NO	FIL_DT1	FIL_DT2	FIL_DT3	FIL_DT4	FIL_DT5	FIL_18_AMT1	FIL_18_AMT2	FIL_18_AMT3	FIL_18_AMT4	FIL_18_AMT5	FIL_2_NO1	FIL_2_NO2	FIL_2_NO3	FIL_2_NO4	FIL_2_NO5	FIL_3_CNT1	FIL_3_CNT2	FIL_3_CNT3	FIL_3_CNT4	FIL_3_CNT5	SIGUMGO_SL_BMK_C	HNDO_TRX_YN	HDTRX_SNO	HNDO_RTRN_K	RTRN_PROC_YN	TRXAF_HNDO_JAN	RPT_SYS_SND_DSYN	RPT_SYS_SND_YN	RPT_SYS_SND_DT	RPT_SYS_SND_TIME	RPT_SYS_SND_CNT	TA_ORG_SND_DSYN	TA_ORG_SND_YN	TA_ORG_SND_DT	TA_ORG_SND_TIME	TA_ORG_SND_CNT	FIL_YN1	FIL_YN2	FIL_YN3	FIL_YN4	FIL_YN5	FIL_YN6	FIL_YN7	FIL_YN8	FIL_YN9	FIL_YN10	FIL_DT6	FIL_DT7	FIL_DT8	FIL_DT9	FIL_DT10	FIL_5_CNT1	FIL_5_CNT2	FIL_5_CNT3	FIL_5_CNT4	FIL_5_CNT5	FIL_10_NO1	FIL_10_NO2	FIL_10_NO3	FIL_10_NO4	FIL_10_NO5	FIL_10_NO6	FIL_10_NO7	FIL_10_NO8	FIL_10_NO9	FIL_10_NO10	FIL_100_CTNT1	FIL_100_CTNT2	FIL_100_CTNT3	FIL_100_CTNT4	FIL_100_CTNT5	SND_DR_DTTM	DROKJA_ID	UPD_DTTM	MODR_ID
28	0	1	10	0	2023	1	20231129	95456	2	67	0	0	91	0	0	0	0	1	0	0	0	공용차량(21무9147) 정비비용 지출		20231129	20231129	0	1770	0			2022	55858	0	0	40000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	95456	0	0	20231129	163553	0073370001	1770	68				02800001210000723	20231129	164020				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	118686	0	0	25870807491	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	141729	0	0	0	0	0	0	0					02800001100000023				
28	0	1	21	7	2023	1	20231129	95457	2	67	0	0	91	0	0	0	0	1	0	0	0	청사시설 유지관리 비용 지출(보일러배관		20231129	20231129	0	1770	0			2014	55850	0	0	1100000	0	0	0	0	0	0	0	0	0	0	0	160	135950	20231129	95457	0	0	20231129	163554	0073370001	1770	68				02800001100000023	20231129	164020			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	4096	0	0	9437540	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	4096	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800001210000723				
28	0	1	10	0	2023	1	20231129	95457	2	67	0	0	91	0	0	0	0	1	0	0	0	청사시설 유지관리 비용 지출(보일러배관		20231129	20231129	0	1770	0			2014	55850	0	0	1100000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	95457	0	0	20231129	163554	0073370001	1770	68				02800001210000723	20231129	164020				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	118687	0	0	25869707491	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	141730	0	0	0	0	0	0	0					02800001100000023				
28	185	1	10	0	2023	1	20231201	40070	2	67	0	0	91	0	0	0	0	0	0	0	0	「비만예방 어린이 점핑운동교실」 강사료		20231201	20231201	0	7168	0			4134	29929	0	0	1500000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231201	40070	109383235161	0	20231201	131334	0073370001	7168	68				02818501210000223	20231201	132002				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	46307	0	0	3530694611	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	59669	0	0	0	0	0	0	0					02818501100000023			20231212144525	NS6201_20231201.dat
28	185	1	10	0	2023	1	20231201	40071	2	67	0	0	91	0	0	0	0	0	0	0	0	2023년도 하반기 표본감시 감염병 운영경비		20231201	20231201	0	7168	0			4130	29923	0	0	1920000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231201	40071	109381315161	0	20231201	131337	0073370001	7168	68				02818501210000223	20231201	132005				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	46308	0	0	3528774611	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	59670	0	0	0	0	0	0	0					02818501100000023			20231212144525	NS6201_20231201.dat
28	185	1	10	0	2023	1	20231201	40072	2	67	0	0	92	0	0	0	0	0	0	0	0	유통업관련 출장여비(10월)		20231201	20231201	0	7168	0			468	11222	0	0	20000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231201	40072	109381295161	0	20231201	132002	0073370001	7168	68				02818501250001623	20231201	133002				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	46310	0	0	3576584611	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	59672	0	0	0	0	0	0	0					02818501100000023			20231212144525	NS6201_20231201.dat
28	170	1	10	0	2023	1	20231129	56445	2	67	0	0	90	0	0	0	0	1	0	0	0	노면진공흡입차량 경유비 지출(91다0603)		20231129	20231129	0	7128	0			28038	47838	0	0	152180	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56445	0	0	20231129	163827	0073370001	7128	68					20231129	164027			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	673806521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78064	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	170	1	10	0	2023	1	20231129	56446	2	67	0	0	90	0	0	0	0	1	0	0	0	문학산 정상 등산로 전기요금 11월분 지출		20231129	20231129	0	7128	0			28036	47836	0	0	40500	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56446	0	0	20231129	163829	0073370001	7128	68					20231129	164027			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	673806521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78065	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	170	1	10	0	2023	1	20231129	56447	2	67	0	0	90	0	0	0	0	1	0	0	0	숭의1,3동 행정복지센터 일원 도로개설공사		20231129	20231129	0	7128	0			28052	47852	0	0	2527760	0	0	0	0	0	0	0	0	0	0	0	160	135974	20231129	56447	0	0	20231129	163833	0073370001	7128	68					20231129	164028			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	672973521	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	78067	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02817001100000023				
28	0	1	21	17	2023	1	20231129	95482	2	67	0	0	91	0	0	0	0	1	0	0	0	권역공원팀 공무직 근로자 피복 구입		20231129	20231129	0	7127	0			2345	55975	0	0	1560400	0	0	0	0	0	0	0	0	0	0	0	160	135950	20231129	95482	0	0	20231129	164324	0073370001	7127	68				02800001100000023	20231129	165008			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	4786	0	0	3844120	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	4786	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800001210001723				
28	0	1	10	0	2023	1	20231129	95482	2	67	0	0	91	0	0	0	0	1	0	0	0	권역공원팀 공무직 근로자 피복 구입		20231129	20231129	0	7127	0			2345	55975	0	0	1560400	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	95482	0	0	20231129	164324	0073370001	7127	68				02800001210001723	20231129	165008				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	118711	0	0	25859043371	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	141755	0	0	0	0	0	0	0					02800001100000023				
28	0	1	21	17	2023	1	20231129	95483	2	67	0	0	91	0	0	0	0	1	0	0	0	인천수목원 온실 방충문 설치		20231129	20231129	0	7127	0			2348	55978	0	0	1793000	0	0	0	0	0	0	0	0	0	0	0	160	135950	20231129	95483	0	0	20231129	164327	0073370001	7127	68				02800001100000023	20231129	165008			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	4787	0	0	2051120	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	4787	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800001210001723				
28	0	1	10	0	2023	1	20231129	95483	2	67	0	0	91	0	0	0	0	1	0	0	0	인천수목원 온실 방충문 설치		20231129	20231129	0	7127	0			2348	55978	0	0	1793000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	95483	0	0	20231129	164327	0073370001	7127	68				02800001210001723	20231129	165008				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	118712	0	0	25857250371	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	141756	0	0	0	0	0	0	0					02800001100000023				
28	0	1	21	17	2023	1	20231129	95484	2	67	0	0	91	0	0	0	0	1	0	0	0	수목원 전기카트 수리		20231129	20231129	0	7127	0			2347	55977	0	0	968000	0	0	0	0	0	0	0	0	0	0	0	160	135950	20231129	95484	0	0	20231129	164328	0073370001	7127	68				02800001100000023	20231129	165008			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	4788	0	0	1083120	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	4788	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800001210001723				
28	0	1	10	0	2023	1	20231129	95484	2	67	0	0	91	0	0	0	0	1	0	0	0	수목원 전기카트 수리		20231129	20231129	0	7127	0			2347	55977	0	0	968000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	95484	0	0	20231129	164328	0073370001	7127	68				02800001210001723	20231129	165008				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	118713	0	0	25856282371	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	141757	0	0	0	0	0	0	0					02800001100000023				
28	0	1	23	16	2023	1	20231129	95485	2	67	0	0	91	0	0	0	0	1	0	0	0	인천대공원 재해영향평가(행정계획,개발사		20231129	20231129	0	7127	0			128	55973	0	0	32696000	0	0	0	0	0	0	0	0	0	0	0	160	135950	20231129	95485	0	0	20231129	164332	0073370001	7127	68				02800001100000023	20231129	165008			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	164	0	0	77411400	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800001230001623				
28	0	1	10	0	2023	1	20231129	95485	2	67	0	0	91	0	0	0	0	1	0	0	0	인천대공원 재해영향평가(행정계획,개발사		20231129	20231129	0	7127	0			128	55973	0	0	32696000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	95485	0	0	20231129	164332	0073370001	7127	68				02800001230001623	20231129	165008				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	118714	0	0	25823586371	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	141758	0	0	0	0	0	0	0					02800001100000023				
28	0	1	23	16	2023	1	20231129	95486	2	67	0	0	91	0	0	0	0	1	0	0	0	인천 치유의 숲 조성사업 실시설계용역 이		20231129	20231129	0	7127	0			127	55972	0	0	32984700	0	0	0	0	0	0	0	0	0	0	0	160	135950	20231129	95486	0	0	20231129	164336	0073370001	7127	68				02800001100000023	20231129	165009			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	165	0	0	44426700	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800001230001623				
28	0	1	10	0	2023	1	20231129	95486	2	67	0	0	91	0	0	0	0	1	0	0	0	인천 치유의 숲 조성사업 실시설계용역 이		20231129	20231129	0	7127	0			127	55972	0	0	32984700	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	95486	0	0	20231129	164336	0073370001	7127	68				02800001230001623	20231129	165009				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	118715	0	0	25790601671	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	141759	0	0	0	0	0	0	0					02800001100000023				
28	0	24	25	1	9999	1	20231129	2029952	2	80	0	0	0	0	0	0	0	1	0	0	0	02-04097636		20231129	20231129	0	7127	0					0	0	105	0	0	0	0	0	0	0	0	0	0	0	160	75274	20231129	2029952	0	0	20231129	164422	EXTGEAN030	7127	00000243					20231129	165009			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	K3					0	0	0	0	0	0	0	80549	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800024250000199				
28	0	24	25	1	9999	1	20231129	2029910	2	80	0	0	0	0	0	0	0	1	0	0	0	02-04097594		20231129	20231129	0	7168	0					0	0	58	0	0	0	0	0	0	0	0	0	0	0	160	75274	20231129	2029910	0	0	20231129	154426	0810070000	7168	00005003					20231129	155004			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	C0					0	0	0	0	0	0	0	80507	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800024250000199				
28	0	43	21	0	9999	1	20231129	10016	2	67	0	0	0	0	0	0	0	1	0	0	0	공기충전기 표준압력계 구입		20231129	20231129	0	7127	0			2130	26072	0	0	374000	0	0	0	0	0	0	0	0	0	0	0	160	125340	20231129	10016	0	0	20231129	154609	0073370001	7127	68					20231129	155004			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	2685	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800043210000099				
28	0	43	21	0	9999	1	20231129	10017	2	67	0	0	0	0	0	0	0	1	0	0	0	용현119안전센터 일반수용비(사무용품 등		20231129	20231129	0	7127	0			2133	26075	0	0	386270	0	0	0	0	0	0	0	0	0	0	0	160	125340	20231129	10017	0	0	20231129	154609	0073370001	7127	68					20231129	155004			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	2686	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800043210000099				
28	0	43	21	0	9999	1	20231129	10018	2	67	0	0	0	0	0	0	0	1	0	0	0	도화119안전센터 일반수용비(직원복지물품		20231129	20231129	0	7127	0			2131	26073	0	0	305000	0	0	0	0	0	0	0	0	0	0	0	160	125340	20231129	10018	0	0	20231129	154610	0073370001	7127	68					20231129	155005			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	2687	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800043210000099				
28	0	43	21	0	9999	1	20231129	10019	2	67	0	0	0	0	0	0	0	1	0	0	0	2023년 구급대원 재난대응활동 지원 출동간		20231129	20231129	0	7127	0			256	26071	0	0	23000	0	0	0	0	0	0	0	0	0	0	0	160	125340	20231129	10019	0	0	20231129	154611	0073370001	7127	68					20231129	155005			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	2688	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02800043210000099				
28	140	1	25	105	2023	1	20231129	31829	2	67	0	0	92	0	0	0	0	1	0	0	0	경조사비 지출(구청장)		20231129	20231129	0	7172	0			955	8453	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	160	135942	20231129	31829	0	0	20231129	154638	0073370001	7172	68				02814001100000023	20231129	155005			대체	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	692	0	0	23020710	0	0			0	0	0			0	0	0	0	0	0	0	1	0	0	0	Z1					0	0	0	0	0	0	0	692	0	0	0	0	0	0	0	000000000000000000000000000000000000000000				02814001250010523				
28	140	1	10	0	2023	1	20231129	31829	2	67	0	0	92	0	0	0	0	1	0	0	0	경조사비 지출(구청장)		20231129	20231129	0	7172	0			955	8453	0	0	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	20231129	31829	0	0	20231129	154638	0073370001	7172	68				02814001250010523	20231129	155005				0	0	0	0	0	1	0	0	0	0	0	0	0	0	0		1	27587	0	0	1199405320	0	0			0	0	0			0	0	0	0	0	0	0	0	0	0	0	Z1					0	0	0	0	0	0	0	42234	0	0	0	0	0	0	0					02814001100000023				
