기관코드	전체기관명	최하위기관명	차수	서열	소속기관차수	차상위기관코드	최상위기관코드	대표기관코드	유형분류_대	유형분류_중	유형분류_소	우편번호	행정동코드	소재지코드	나머지주소	지번	전화번호	팩스번호	생성일자	폐지일자	변경일자	존폐여부	이전기관코드
6280024	인천광역시 경제통상국 국제통상과	국제통상과	3	001	0	6280022	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	NULL	NULL	19980918	20031229	20031229	1	NULL
6280025	인천광역시 경제통상국 기업지원과	기업지원과	3	002	0	6280022	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	NULL	NULL	19980918	20030101	20030101	1	NULL
6280026	인천광역시 경제통상국 노사고용안정과	노사고용안정과	3	005	0	6280022	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	NULL	NULL	19980918	20030101	20030101	1	NULL
6280027	인천광역시 경제통상국 농정과	농정과	3	005	0	6280022	6280000	6280000	02	09	05		NULL	NULL	NULL	NULL	032-440-2960	NULL	19870401	20080826	20080909	1	NULL
6280028	인천광역시 경제통상국 수산과	수산과	3	007	0	6280022	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	032-440-3210	032-440-3219	19790501	20030101	20030101	1	NULL
6280029	인천광역시 문화관광국	문화관광국	2	003	0	6280000	6280000	6280000	02	09	03		NULL	NULL	NULL	NULL	032-440-2500	NULL	19950608	20030101	20030101	1	6280052
6280030	인천광역시 문화관광국 문화예술과	문화예술과	3	001	0	6280029	6280000	6280000	02	09	05		NULL	NULL	NULL	NULL	032-440-3240	NULL	19950608	20030101	20030101	1	6280052
6280031	인천광역시 문화관광국 체육청소년과	체육청소년과	3	003	0	6280029	6280000	6280000	02	09	05		NULL	NULL	NULL	NULL	032-440-3260	NULL	19970307	20030101	20030101	1	6280052
6280032	인천광역시 문화관광국 관광진흥과	관광진흥과	3	004	0	6280029	6280000	6280000	02	09	05		NULL	NULL	NULL	NULL	032-440-3310	NULL	19970307	20030101	20030101	1	6280052
6280033	인천광역시 도시계획국	도시계획국	2	003	0	6280000	6280000	6280000	02	09	03		NULL	NULL	NULL	NULL	032 440 2030	032 440 2039	19891001	20150121	20150121	1	NULL
6280034	인천광역시 도시계획국 도시계획과	도시계획과	3	001	NULL	6280033	6280000	6280000	02	09	05		NULL	NULL	NULL	0	032-440-3340	032-440-3349	19790501	20150119	20150119	1	NULL
6280035	인천광역시 도시계획국 시설계획과	시설계획과	3	001	0	6280033	6280000	6280000	02	09	05		NULL	NULL	NULL	0	032-440-3370	032-427-0105	19910715	20010731	20010731	1	NULL
6280036	인천광역시 도시계획국 신도시개발과	신도시개발과	3	NULL	0	6280033	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280037	인천광역시 도시계획국 해양개발과	해양개발과	3	NULL	0	6280033	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280038	인천광역시 도시계획국 지적과	지적과	3	003	NULL	6280033	6280000	6280000	02	09	05		NULL	NULL	NULL	0	032-440-3460	032-440-3479	19911231	20071022	20071108	1	NULL
6280039	인천광역시 환경녹지국	환경녹지국	2	003	0	6280000	6280000	6280000	02	09	03								19940111	20190805	20190823	1	NULL
6280040	인천광역시 환경녹지국 환경보전과	환경보전과	3	001	0	6280039	6280000	6280000	02	09	05		NULL	NULL	NULL	NULL	032-440-3510	032-440-3519	19980918	20080826	20080909	1	NULL
6280041	인천광역시 환경녹지국 청소행정과	청소행정과	3	001	NULL	6280039	6280000	6280000	02	09	05		NULL	NULL	NULL	0	032-440-3560	032-431-1460	19980918	20050201	20050131	1	6280041
6280042	인천광역시 환경녹지국 물관리과	물관리과	3	001	0	6280039	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	NULL	NULL	19980918	20030101	20030101	1	NULL
6280043	인천광역시 환경녹지국 녹지조경과	녹지조경과	3	003	NULL	6280039	6280000	6280000	02	09	05		NULL	NULL	NULL	0	032-440-3660	032-427-0188	19980918	20071022	20071108	1	NULL
6280044	인천광역시 건설국	건설국	2	003	0	6280000	6280000	6280000	02	09	03		NULL	NULL	NULL	000000000	NULL	NULL	19970307	20030101	20030101	1	NULL
6280045	인천광역시 건설국 건설행정과	건설행정과	3	001	0	6280044	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	NULL	NULL	19870401	20030101	20030101	1	NULL
6280046	인천광역시 건설국 재난관리과	재난관리과	3	003	0	6280044	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	NULL	NULL	19960108	20030101	20030101	1	NULL
6280047	인천광역시 건설국 도로과	도로과	3	004	0	6280044	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	NULL	NULL	19980918	20030101	20030101	1	NULL
6280048	인천광역시 건설국 주택건축과	주택건축과	3	008	0	6280044	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	032-440-3810	NULL	19951113	20030101	20030101	1	NULL
6280049	인천광역시 교통국	교통국	2	003	0	6280000	6280000	6280000	02	09	03		NULL	NULL	NULL	NULL	032-440-2900	NULL	19970307	20030101	20030101	1	NULL
6280050	인천광역시 교통국 교통기획과	교통기획과	3	001	0	6280049	6280000	6280000	02	09	05		NULL	NULL	NULL	NULL	032-440-3850	032-429-0964	19890901	20030101	20030101	1	NULL
6280051	인천광역시 교통국 대중교통과	대중교통과	3	003	0	6280049	6280000	6280000	02	09	05		NULL	NULL	NULL	NULL	032-440-3880	032-440-3889	19970307	20030101	20030101	1	NULL
6280052	인천광역시 교통국 교통지도과	교통지도과	3	004	0	6280049	6280000	6280000	02	09	05		NULL	NULL	NULL	000000000	NULL	NULL	19890901	20030101	20030101	1	NULL
6280053	인천광역시 소방본부	소방본부	2	003	NULL	6280000	6280000	6280000	02	09	04		NULL	NULL	NULL	0	NULL	NULL	19810701	20050201	20050131	1	NULL
6280054	인천광역시 소방본부 소방행정과	소방행정과	3	001	NULL	6280053	6280000	6280000	02	09	05		NULL	NULL	NULL	0	032-463-6301	032-463-6309	19810701	20050201	20050131	1	NULL
6280055	인천광역시 소방본부 방호과	방호과	3	003	NULL	6280053	6280000	6280000	02	09	05		NULL	NULL	NULL	0	032-463-6306	032-463-6310	19810701	20050201	20050131	1	NULL
6280056	인천광역시 소방본부 구조구급과	구조구급과	3	004	NULL	6280053	6280000	6280000	02	09	05		NULL	NULL	NULL	0	032-466-0119	032-463-6310	19941231	20050201	20050131	1	NULL
6280057	인천광역시 인천중부소방서	인천중부소방서	2	NULL	0	6280000	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280058	인천광역시 인천중부소방서 소방과	소방과	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280059	인천광역시 인천중부소방서 방호과	방호과	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280060	인천광역시 인천중부소방서 중앙소방파출소	중앙소방파출소	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280061	인천광역시 인천중부소방서 전동소방파출소	전동소방파출소	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280062	인천광역시 인천중부소방서 송현소방파출소	송현소방파출소	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280063	인천광역시 인천중부소방서 항만소방파출소	항만소방파출소	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280064	인천광역시 인천중부소방서 송림소방파출소	송림소방파출소	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280065	인천광역시 인천중부소방서 만석소방파출소	만석소방파출소	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280066	인천광역시 인천중부소방서 연안소방파출소	연안소방파출소	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280067	인천광역시 인천중부소방서 영종소방파출소	영종소방파출소	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280068	인천광역시 인천중부소방서 소방정대	소방정대	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280069	인천광역시 인천중부소방서 구조대	구조대	3	NULL	0	6280057	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280070	인천광역시 인천남부소방서	인천남부소방서	2	NULL	0	6280000	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280071	인천광역시 인천남부소방서 소방과	소방과	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280072	인천광역시 인천남부소방서 방호과	방호과	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280073	인천광역시 인천남부소방서 구조구급과	구조구급과	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280074	인천광역시 인천남부소방서 구월소방파출소	구월소방파출소	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280075	인천광역시 인천남부소방서 주안소방파출소	주안소방파출소	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280076	인천광역시 인천남부소방서 만수소방파출소	만수소방파출소	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280077	인천광역시 인천남부소방서 도화소방파출소	도화소방파출소	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280078	인천광역시 인천남부소방서 용현소방파출소	용현소방파출소	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280079	인천광역시 인천남부소방서 간석소방파출소	간석소방파출소	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280080	인천광역시 인천남부소방서 서창소방파출소	서창소방파출소	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280081	인천광역시 인천남부소방서 학익소방파출소	학익소방파출소	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280082	인천광역시 인천남부소방서 구조대	구조대	3	NULL	0	6280070	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280083	인천광역시 인천북부소방서	인천북부소방서	2	NULL	0	6280000	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280084	인천광역시 인천북부소방서 소방과	소방과	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280085	인천광역시 인천북부소방서 방호과	방호과	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280086	인천광역시 인천북부소방서 구조구급과	구조구급과	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280087	인천광역시 인천북부소방서 작전소방파출소	작전소방파출소	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280088	인천광역시 인천북부소방서 부평소방파출소	부평소방파출소	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280089	인천광역시 인천북부소방서 계산소방파출소	계산소방파출소	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280090	인천광역시 인천북부소방서 십정소방파출소	십정소방파출소	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280091	인천광역시 인천북부소방서 계양소방파출소	계양소방파출소	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280092	인천광역시 인천북부소방서 산곡소방파출소	산곡소방파출소	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280093	인천광역시 인천북부소방서 부개소방파출소	부개소방파출소	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280094	인천광역시 인천북부소방서 효성소방파출소	효성소방파출소	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280095	인천광역시 인천북부소방서 구조대	구조대	3	NULL	0	6280083	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280096	인천광역시 인천서부소방서	인천서부소방서	2	NULL	0	6280000	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280097	인천광역시 인천서부소방서 소방과	소방과	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280098	인천광역시 인천서부소방서 방호과	방호과	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280099	인천광역시 인천서부소방서 연희소방파출소	연희소방파출소	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280100	인천광역시 인천서부소방서 가좌소방파출소	가좌소방파출소	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280101	인천광역시 인천서부소방서 신현소방파출소	신현소방파출소	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280102	인천광역시 인천서부소방서 석남소방파출소	석남소방파출소	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280103	인천광역시 인천서부소방서 검단소방파출소	검단소방파출소	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280104	인천광역시 인천서부소방서 강화소방파출소	강화소방파출소	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280105	인천광역시 인천서부소방서 구조대	구조대	3	NULL	0	6280096	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280106	인천광역시 인천남동공단소방서	인천남동공단소방서	2	NULL	0	6280000	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280107	인천광역시 인천남동공단소방서 소방과	소방과	3	NULL	0	6280106	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280108	인천광역시 인천남동공단소방서 방호과	방호과	3	NULL	0	6280106	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280109	인천광역시 인천남동공단소방서 고잔소방파출소	고잔소방파출소	3	NULL	0	6280106	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280110	인천광역시 인천남동공단소방서 송도소방파출소	송도소방파출소	3	NULL	0	6280106	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280111	인천광역시 인천남동공단소방서 도림소방파출소	도림소방파출소	3	NULL	0	6280106	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280112	인천광역시 인천남동공단소방서 관교소방파출소	관교소방파출소	3	NULL	0	6280106	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280113	인천광역시 인천남동공단소방서 동춘소방파출소	동춘소방파출소	3	NULL	0	6280106	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280114	인천광역시 인천남동공단소방서 구조대	구조대	3	NULL	0	6280106	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280115	인천광역시 지방공무원교육원	지방공무원교육원	2	003	1	6280000	6280000	6280000	02	05	02		NULL	2826010700	NULL	0	032-562-5811	NULL	19850725	20081231	20090106	1	NULL
6280116	인천광역시 지방공무원교육원 서무과	서무과	3	001	0	6280115	6280000	6280000	02	05	02		NULL	0000000000	NULL	000000000	032-562-5813	NULL	19850725	20081231	20090106	1	NULL
6280117	인천광역시 지방공무원교육원 교수부	교수부	3	NULL	0	6280115	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280118	인천광역시 지방공무원교육원 교수부 교학과	교학과	3	NULL	0	6280117	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280119	인천광역시 의회사무처	의회사무처	2	003	0	6280000	6280000	6280000	02	04	01		NULL	NULL	NULL	NULL	NULL	NULL	20150101	NULL	20141219	0	NULL
6280120	인천광역시 의회사무처 총무담당관	총무담당관	3	001	0	6280119	6280000	6280000	02	04	01		NULL	NULL	NULL	NULL	032-440-6030	NULL	19920210	NULL	NULL	0	NULL
6280121	인천광역시 의회사무처 의사담당관	의사담당관	3	003	0	6280119	6280000	6280000	02	04	01								19861029		20240725	0	NULL
6280122	인천광역시 농업기술센터	농업기술센터	2	003	1	6280000	6280000	6280000	02	05	01		NULL	NULL	NULL	NULL	NULL	NULL	20040614	NULL	20090220	0	NULL
6280123	인천광역시 가좌환경사업소	가좌환경사업소	2	003	1	6280000	6280000	6280000	02	06	01		NULL	2811014800	NULL	0	NULL	NULL	19941005	20070618	20070618	1	NULL
6280124	인천광역시 승기수질환경사업소	승기수질환경사업소	2	003	1	6280000	6280000	6280000	02	06	01		NULL	2811014800	NULL	0	NULL	NULL	19941005	20070618	20070618	1	NULL
6280125	인천광역시 송림위생환경사업소	송림위생환경사업소	2	003	1	6280000	6280000	6280000	02	06	01		NULL	NULL	NULL	0	NULL	NULL	19941005	20070618	20070618	1	NULL
6280126	인천광역시 율도위생환경사업소	율도위생환경사업소	2	004	1	6280000	6280000	6280000	02	06	01		NULL	NULL	NULL	0	032-572-5876	NULL	19941005	20070618	20070618	1	NULL
6280127	인천광역시 장묘관리사무소	장묘관리사무소	2	003	1	6280000	6280000	6280000	02	06	NULL		NULL	NULL	NULL	0	032-522-4897	032-522-4897	19841208	20010924	20020201	1	NULL
6280128	인천광역시 부녀복지관	부녀복지관	2	NULL	0	6280000	6280000	6280000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
6280129	인천광역시 근로청소년복지회관	근로청소년복지회관	2	003	1	6280000	6280000	6280000	02	06	01		NULL	28000	NULL	0	NULL	NULL	19840515	20040614	20040614	1	NULL
6280130	인천광역시 녹지관리사업소	녹지관리사업소	2	012	1	6280000	6280000	6280000	02	06	01		NULL	NULL	NULL	0	NULL	NULL	19980918	20131211	20131211	1	NULL
6280131	인천광역시 보건환경연구원	보건환경연구원	2	003	1	6280000	6280000	6280000	02	05	03		NULL	NULL	NULL	0	032-467-8323	032-467-8327	19910514	NULL	20051114	0	NULL
6280132	인천광역시 보건환경연구원 총무과	총무과	3	001	0	6280131	6280000	6280000	02	05	03		NULL	NULL	NULL	NULL	032-467-8322	NULL	19871217	NULL	NULL	0	NULL
6280133	인천광역시 보건환경연구원 가축위생시험소	가축위생시험소	3	003	0	6280131	6280000	6280000	02	05	03		NULL	NULL	NULL	NULL	032-575-7738	032-576-7785	19840115	20110901	20110901	1	NULL
6280134	인천광역시 보건환경연구원 가축위생시험소 사업과	사업과	4	001	0	6280133	6280000	6280000	02	05	03		NULL	0000000000	NULL	NULL	NULL	NULL	19840115	20110901	20110901	1	NULL
6280135	인천광역시 보건환경연구원 가축위생시험소 시험검사실	시험검사실	4	001	0	6280133	6280000	6280000	02	05	03		NULL	0000000000	NULL	NULL	NULL	NULL	19901015	20110901	20110901	1	NULL
6280136	인천광역시 보건환경연구원 보건연구부	보건연구부	3	002	0	6280131	6280000	6280000	02	05	03		NULL	NULL	NULL	NULL	NULL	NULL	19871217	20170217	20170217	1	NULL
6280137	인천광역시 보건환경연구원 보건연구부 미생물과	미생물과	4	001	0	6280136	6280000	6280000	02	05	03		NULL	NULL	NULL	NULL	NULL	NULL	19790308	20170213	20170213	1	NULL
