기관코드	전체기관명	최하위기관명	차수	서열	소속기관차수	차상위기관코드	최상위기관코드	대표기관코드	유형분류_대	유형분류_중	유형분류_소	우편번호	행정동코드	소재지코드	나머지주소	지번	전화번호	팩스번호	생성일자	폐지일자	변경일자	존폐여부	이전기관코드
3490027	인천광역시 중구 송월동	송월동	3	003	0	3490000	6280000	3490000	02	03	04		NULL	NULL	NULL	NULL	032 760 7608	032 760 7678	20061011	20210819	20210819	1	NULL
3490028	인천광역시 중구 영종동	영종동	3	020	0	3490000	6280000	3490000	02	03	04	400310					032 760 7609	032 760 7679	20061011		20221130	0	NULL
3490029	인천광역시 중구 용유동	용유동	3	026	0	3490000	6280000	3490000	02	03	04	22384					032 760 7610	032 760 7680	20061011		20240112	0	NULL
3490030	인천광역시 중구 영종출장소	영종출장소	3	003	0	3490000	6280000	3490000	02	07	04		28115000	2811014600	NULL	068700000	032-760-7611	032-760-7531	NULL	20031013	20031014	1	NULL
3490031	인천광역시 중구 용유출장소	용유출장소	3	003	0	3490000	6280000	3490000	02	07	04		28116000	2811015000	NULL	009286000	032-760-7612	032-760-7532	NULL	20031013	20031014	1	NULL
3490032	인천광역시 중구 용유출장소 무의지소	무의지소	4	NULL	0	3490031	6280000	3490000	NULL	NULL	NULL		NULL	NULL	NULL	NULL	NULL	NULL	NULL	20110412	NULL	1	NULL
3490033	인천광역시 중구 구청장	구청장	3	001	0	3490000	6280000	3490000	02	08	NULL		NULL	2811010900	NULL	090000000	032-760-7202	032-760-7488	20000101	NULL	20020610	0	NULL
3490034	인천광역시 중구 부구청장	부구청장	3	002	0	3490000	6280000	3490000	02	09	01		NULL	2811010900	NULL	090000000	032-760-7205	032-760-7488	20000101	NULL	20020610	0	NULL
3490035	인천광역시 중구 총무국 재무과	재무과	4	001	0	3490003	6280000	3490000	02	09	05		NULL	NULL	NULL	0	032-763-5171	032-760-7488	19891101	20001031	20001102	1	NULL
3490036	인천광역시 중구 사회산업국 보건복지과	보건복지과	4	001	NULL	3490008	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	032-760-7311	032-760-7488	20060702	20060702	20060702	1	NULL
3490037	인천광역시 중구 총무국 주민자치과	주민자치과	4	001	0	3490003	6280000	3490000	02	09	05		NULL	2811010900	NULL	090000000	032-760-7281	NULL	20001031	20021028	20021028	1	NULL
3490038	인천광역시 중구 도시국 개발과	개발과	4	001	0	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	090000000	032-760-7542	032-760-7488	20001031	20021028	20021028	1	NULL
3490039	인천광역시 중구 도시국 건설과	건설과	4	001	0	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	090000000	032-760-7481	032-760-7488	NULL	20070710	20070802	1	NULL
3490040	인천광역시 중구 도시국 건축과	건축과	4	001	NULL	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	032-760-7456	032-760-7488	NULL	20101101	20101124	1	NULL
3490041	인천광역시 중구 도시국 도시과	도시과	4	001	0	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	090000000	032-760-7451	032-760-7488	NULL	20040302	20040224	1	NULL
3490042	인천광역시 중구 도시국 교통녹지과	교통녹지과	4	001	0	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	090000000	032-760-7365	032-760-7488	NULL	20040302	20040224	1	NULL
3490043	인천광역시 중구 도시국	도시국	3	003	0	3490000	6280000	3490000	02	09	03		NULL	NULL	NULL	NULL	032 760 7481	032 760 7488	20061011	20101101	20101124	1	NULL
3490044	인천광역시 중구 영종출장소 운서지소	운서지소	0	030	1	3490030	6280000	3490000	02	09	07		28110627	NULL	NULL	NULL	032-760-7667	032-760-7681	20030101	20031013	20080103	1	NULL
3490045	인천광역시 중구 용유출장소 무의지소	무의지소	4	030	0	3490031	6280000	3490000	02	09	07		28110637	2811063700	NULL	NULL	032-760-7613	032-889-7860	20050210	20031014	20080804	1	NULL
3490046	인천광역시 중구 총무국 자치행정과	자치행정과	4	001	NULL	3490003	6280000	3490000	02	09	05		NULL	2811010900	NULL	000090001	032-760-7150	NULL	20021028	20060701	20060627	1	3490004
3490047	인천광역시 중구 총무국 재무과	재무과	4	001	0	3490003	6280000	3490000	02	09	05						032 760 7190		20021028	20191004	20191125	1	3490037
3490048	인천광역시 중구 도시국 관광개발과	관광개발과	4	001	NULL	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	000090001	032-760-7042	NULL	20021028	20061011	20061009	1	3490038
3490049	인천광역시 중구 영종용유출장소	영종용유출장소	3	003	NULL	3490000	6280000	3490000	02	07	04		28117   	2811014600	NULL	00687	760-7712	760-7719	20031013	20060605	20060601	1	NULL
3490050	인천광역시 중구 영종용유출장소 운서지소	운서지소	4	2  	0	3490049	6280000	3490000	02	07	04		28110626	2811014700	NULL	02792	760-7781	760-7789	20031013	20040511	20040511	1	3490044
3490051	인천광역시 중구 영종용유출장소 무의지소	무의지소	4	2  	0	3490049	6280000	3490000	02	07	04		28110636	2811015200	NULL	002090001	760-7831	760-7839	20031013	20040512	20040511	1	3490045
3490052	인천광역시 중구 도시국 도시정비과	도시정비과	4	001	3	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	032-760-7500	032-760-7509	20040302	20061011	20061009	1	3490041
3490053	인천광역시 중구 도시국 교통행정과	교통행정과	4	001	NULL	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	032-760-7560	032-760-7569	20040302	20101101	20101124	1	3490042
3490054	인천광역시 중구 도시국 재난안전관리과	재난안전관리과	4	001	0	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	NULL	NULL	20050314	20070710	20070731	1	NULL
3490055	인천광역시 중구 한중문화관	한중문화관	3	003	NULL	3490000	6280000	3490000	02	06	01		NULL	2811011200	NULL	001-2	032-760-7862	NULL	20051027	20100101	20100106	1	NULL
3490056	인천광역시 중구 보건소 보건행정과	보건행정과	4	001	NULL	3490019	6280000	3490000	02	05	04		NULL	2811012700	NULL	00023	032-760-7650	NULL	20051114	20110920	20111128	1	NULL
3490057	인천광역시 중구 영종출장소장	영종출장소장	3	003	NULL	3490000	6280000	3490000	02	07	04		NULL	2811014600	NULL	0	NULL	NULL	20060523	20060602	20060602	1	NULL
3490058	인천광역시 중구 용유출장소장	용유출장소장	3	003	NULL	3490000	6280000	3490000	02	07	04		NULL	2811015000	NULL	0	NULL	NULL	20060523	20060602	20060602	1	NULL
3490059	인천광역시 중구 영종출장소장 운서지소	운서지소	4	004	NULL	3490057	6280000	3490000	02	02	04		NULL	2811014700	NULL	02792	NULL	NULL	20060530	20060601	20060601	1	NULL
3490060	인천광역시 중구 용유출장소장 무의지소	무의지소	4	004	NULL	3490058	6280000	3490000	02	02	04		NULL	2811015200	NULL	002090001	NULL	NULL	20060530	20060601	20060601	1	NULL
3490061	인천광역시 중구 영종출장소	영종출장소	3	003	3	3490000	6280000	3490000	02	07	04		NULL	2800000000	NULL	NULL	NULL	NULL	20060602	20160905	20161022	1	NULL
3490062	인천광역시 중구 용유출장소	용유출장소	3	003	0	3490000	6280000	3490000	02	07	04		NULL	2800000000	NULL	NULL	NULL	NULL	20060602	20160905	20161022	1	NULL
3490063	인천광역시 중구 총무국 총무과	총무과	4	001	NULL	3490003	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	032-760-7151	032-760-7159	20060627	20191004	20191125	1	NULL
3490064	인천광역시 중구 주민생활지원국	주민생활지원국	3	003	0	3490000	6280000	3490000	02	09	03		NULL	2800000000	NULL	NULL	NULL	NULL	20060627	20190218	20190327	1	NULL
3490065	인천광역시 중구 주민생활지원국 주민생활지원과	주민생활지원과	4	001	NULL	3490064	6280000	3490000	02	09	05		NULL	2811011200	NULL	00009	NULL	NULL	20060627	20190218	20190327	1	NULL
3490066	인천광역시 중구 주민생활지원국 주민서비스과	주민서비스과	4	001	NULL	3490064	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	NULL	NULL	20060627	20070710	20070731	1	NULL
3490067	인천광역시 중구 주민생활지원국 지역경제과	지역경제과	4	001	NULL	3490064	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	032-760-7361	032-760-7369	20060626	20070710	20070731	1	NULL
3490068	인천광역시 중구 주민생활지원국 환경위생과	환경위생과	4	001	NULL	3490064	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	032-760-7391	032-760-7399	20060627	20121105	20121105	1	NULL
3490069	인천광역시 중구 총무국 항만공항수산과	항만공항수산과	4	001	NULL	3490003	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	NULL	NULL	20061011	20090417	20090429	1	NULL
3490070	인천광역시 중구 도시국 도시개발과	도시개발과	4	001	NULL	3490043	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	NULL	NULL	20061011	20081114	20081201	1	NULL
3490071	인천광역시 중구 주민생활지원국 문화관광과	문화관광과	4	001	NULL	3490064	6280000	3490000	02	09	05		NULL	2811010900	NULL	00009	NULL	NULL	20061011	20080812	20081001	1	NULL
3490072	인천광역시 중구 미래발전기획단	미래발전기획단	3	003	1	3490000	6280000	3490000	02	09	05		NULL	NULL	NULL	NULL	7607000	0327607059	20070716	20081114	20081201	1	NULL
3490073	인천광역시 중구 주민생활지원국 청소과	청소과	4	001	1	3490064	6280000	3490000	02	09	05		NULL	2811010900	NULL	NULL	NULL	NULL	20121101	20160905	20161022	1	NULL
3490074	인천광역시 중구 주민생활지원국 주민복지과	주민복지과	4	001	1	3490064	6280000	3490000	02	09	05		NULL	NULL	NULL	NULL	NULL	NULL	20070710	20190218	20190327	1	NULL
3490075	인천광역시 중구 주민생활지원국 경제지원과	경제지원과	4	001	1	3490064	6280000	3490000	02	09	05		NULL	NULL	NULL	NULL	NULL	NULL	20070710	20130823	20130905	1	NULL
3490076	인천광역시 중구 도시국 건설재난관리과	건설재난관리과	4	001	1	3490043	6280000	3490000	02	09	05		NULL	NULL	NULL	NULL	NULL	NULL	20070710	20101101	20101124	1	NULL
3490077	인천광역시 중구 보건소 보건행정과 영종지소	영종지소	5	001	1	3490056	6280000	3490000	02	02	04		NULL	NULL	NULL	NULL	NULL	NULL	20051114	20110920	20111125	1	NULL
3490078	인천광역시 중구 보건소 보건행정과 용유지소	용유지소	5	001	1	3490056	6280000	3490000	02	02	04		NULL	NULL	NULL	NULL	NULL	NULL	20051114	20110920	20111125	1	NULL
3490079	인천광역시 중구 주민생활지원국 문화공보과	문화공보과	4	001	1	3490064	6280000	3490000	02	02	04		NULL	NULL	NULL	NULL	NULL	NULL	20080812	20090417	20090429	1	NULL
3490080	인천광역시 중구 도시국 관광진흥과	관광진흥과	4	001	3	3490043	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20081114	20101101	20101124	1	NULL
3490081	인천광역시 중구 도시국 도시녹지과	도시녹지과	4	001	4	3490043	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20081114	20101101	20101124	1	NULL
3490082	인천광역시 중구 공보실	공보실	3	003	1	3490000	6280000	3490000	02	09	02		NULL	2811010900	NULL	09	NULL	NULL	20090417	20121105	20121105	1	NULL
3490083	인천광역시 중구 총무국 문화체육과	문화체육과	4	001	1	3490003	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	NULL	NULL	20090417	20100101	20100105	1	NULL
3490084	인천광역시 중구 주민생활지원국 항만공항수산과	항만공항수산과	4	001	1	3490064	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	NULL	NULL	20090417	20101101	20101124	1	NULL
3490085	인천광역시 중구 총무국 문화체육과 직장운동경기부(펜싱부)	직장운동경기부(펜싱부)	5	001	1	3490083	6280000	3490000	02	09	08		NULL	NULL	NULL	NULL	NULL	NULL	20090417	20100101	20100105	1	NULL
3490086	인천광역시 중구 영종출장소 운서지소	운서지소	4	001	1	3490061	6280000	3490000	02	07	04		NULL	2811014700	NULL	02792	0327606892	0327607789	20060605	20111231	20120510	1	NULL
3490087	인천광역시 중구 총무국 문화예술과	문화예술과	4	001	1	3490003	6280000	3490000	02	09	05		NULL	2800000000	NULL	0009	032-760-7521	NULL	20100101	20101101	20101124	1	NULL
3490088	인천광역시 중구 공보실 직장운동경기부(펜싱부)	직장운동경기부(펜싱부)	4	001	1	3490082	6280000	3490000	02	09	08		NULL	NULL	NULL	NULL	NULL	NULL	20100101	20121105	20121105	1	NULL
3490089	인천광역시 중구 총무국 전략사업과	전략사업과	4	001	1	3490003	6280000	3490000	02	09	05		NULL	2811010900	NULL	NULL	NULL	NULL	20101101	20110919	20111124	1	NULL
3490090	인천광역시 중구 주민생활지원국 가정교육과	가정교육과	4	001	1	3490064	6280000	3490000	02	09	05		NULL	2811010900	NULL	09-1	NULL	NULL	20101101	20170929	20181206	1	NULL
3490091	인천광역시 중구 관광지원국	관광지원국	3	003	1	3490000	6280000	3490000	02	09	03		NULL	2800000000	NULL	009	NULL	NULL	20101101	20121105	20121114	1	NULL
3490092	인천광역시 중구 관광지원국 건설재난관리과	건설재난관리과	4	001	1	3490091	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	NULL	NULL	20101101	20121105	20121105	1	NULL
3490093	인천광역시 중구 관광지원국 건축과	건축과	4	001	1	3490091	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	NULL	NULL	20101101	20121105	20121105	1	NULL
3490094	인천광역시 중구 관광지원국 관광문화과	관광문화과	4	001	1	3490091	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	NULL	NULL	20101101	20110919	20111124	1	NULL
3490095	인천광역시 중구 관광지원국 도시녹지과	도시녹지과	4	001	1	3490091	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	NULL	NULL	20101101	20121105	20121105	1	NULL
3490096	인천광역시 중구 관광지원국 교통행정과	교통행정과	4	001	1	3490091	6280000	3490000	02	09	05		NULL	2811010900	NULL	09	NULL	NULL	20101101	20121105	20121105	1	NULL
3490097	인천광역시 중구 전략사업추진단	전략사업추진단	3	003	1	3490000	6280000	3490000	02	09	09		NULL	2800000000	NULL	009	NULL	NULL	20110920	20121105	20121105	1	NULL
3490098	인천광역시 중구 총무국 일자리창출과	일자리창출과	4	001	1	3490003	6280000	3490000	02	09	05		NULL	2800000000	NULL	009	NULL	NULL	20110920	20130823	20130905	1	NULL
3490099	인천광역시 중구 관광지원국 관광문화재과	관광문화재과	4	001	1	3490091	6280000	3490000	02	09	05		NULL	2800000000	NULL	009	NULL	NULL	20110920	20121105	20121105	1	NULL
3490100	인천광역시 중구 보건소 보건사업과	보건사업과	4	001	1	3490019	6280000	3490000	02	05	04		NULL	2800000000	NULL	002-1	NULL	NULL	20110920	20150921	20160108	1	NULL
3490101	인천광역시 중구 보건소 건강증진과	건강증진과	4	001	1	3490019	6280000	3490000	02	05	04		NULL	2811013700	NULL	02-1	NULL	NULL	20110920	NULL	20110920	0	NULL
3490102	인천광역시 중구 운서동	운서동	3	025	1	3490000	6280000	3490000	02	03	04				2800000000				20120101		20240112	0	NULL
3490103	인천광역시 중구 문화회관	문화회관	3	003	1	3490000	6280000	3490000	02	06	01		NULL	2800000000	NULL	NULL	NULL	NULL	20120601	20150512	20150813	1	NULL
3490104	인천광역시 중구 홍보미디어실	홍보미디어실	3	003	1	3490000	6280000	3490000	02	09	02		NULL	2800000000	NULL	0009	NULL	NULL	20121101	20130219	20130219	1	NULL
3490105	인천광역시 중구 관광문화지원실	관광문화지원실	3	003	1	3490000	6280000	3490000	02	09	02		NULL	2800000000	NULL	0009	NULL	NULL	20121101	20130219	20130219	1	NULL
3490106	인천광역시 중구 총무국 민원여권과	민원여권과	4	001	1	3490003	6280000	3490000	02	09	05		NULL	2811010900	NULL	009	NULL	NULL	20121101	20160905	20161022	1	NULL
3490107	인천광역시 중구 총무국 지적과	지적과	4	001	1	3490003	6280000	3490000	02	09	05		NULL	2811010900	NULL	009	NULL	NULL	20121101	20160905	20161022	1	NULL
3490108	인천광역시 중구 주민생활지원국 환경관리과	환경관리과	4	001	1	3490064	6280000	3490000	02	09	05			2800000000		009			20121101	20160905	20161022	1	NULL
3490109	인천광역시 중구 주민생활지원국 위생과	위생과	4	001	1	3490064	6280000	3490000	02	09	05		NULL	2811010900	NULL	009	NULL	NULL	20121101	20160905	20161022	1	NULL
3490110	인천광역시 중구 지역개발국	지역개발국	3	003	1	3490000	6280000	3490000	02	09	03		NULL	2800000000	NULL	0009	NULL	NULL	20121101	20150512	20150820	1	NULL
3490111	인천광역시 중구 지역개발국 건설안전과	건설안전과	4	001	1	3490110	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20121101	20131206	20131206	1	NULL
3490112	인천광역시 중구 지역개발국 도시개발과	도시개발과	4	001	1	3490110	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20121101	20150512	20150813	1	NULL
3490113	인천광역시 중구 지역개발국 건축과	건축과	4	001	1	3490110	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20121101	20150512	20150813	1	NULL
3490114	인천광역시 중구 지역개발국 항만공항해양과	항만공항해양과	4	001	1	3490110	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20121101	20150512	20150813	1	NULL
3490115	인천광역시 중구 지역개발국 교통운영과	교통운영과	4	001	1	3490110	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20121101	20140228	20140311	1	NULL
3490116	인천광역시 중구 홍보체육진흥실	홍보체육진흥실	3	003	1	3490000	6280000	3490000	02	02	04		NULL	2800000000	NULL	009	NULL	NULL	20130206	20190218	20190327	1	NULL
3490117	인천광역시 중구 관광진흥실	관광진흥실	3	003	1	3490000	6280000	3490000	02	02	04		NULL	2800000000	NULL	009	NULL	NULL	20130206	20190218	20190327	1	NULL
3490118	인천광역시 중구 총무국 문화예술과	문화예술과	4	001	1	3490003	6280000	3490000	02	09	05		NULL	2800000000	NULL	009	NULL	NULL	20130206	20190218	20190327	1	NULL
3490119	인천광역시 중구 총무국 안전관리과	안전관리과	4	001	1	3490003	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	0327600000	NULL	20130823	20191004	20191125	1	NULL
3490120	인천광역시 중구 주민생활지원국 일자리경제과	일자리경제과	4	001	1	3490064	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20130823	20170101	20170428	1	NULL
3490121	인천광역시 중구 지역개발국 건설과	건설과	4	001	1	3490110	6280000	3490000	02	09	05		NULL	2800000000	NULL	NULL	NULL	NULL	20130823	20150512	20150813	1	NULL
3490122	인천광역시 중구 영종출장소 중산지소	중산지소	4	002	1	3490061	6280000	3490000	02	09	07		NULL	2811014500	NULL	NULL	NULL	NULL	20140101	20160905	20161022	1	NULL
3490123	인천광역시 중구 지역개발국 교통행정과	교통행정과	4	001	1	3490110	6280000	3490000	02	02	04		NULL	2811000000	NULL	NULL	NULL	NULL	20140228	20150512	20150813	1	NULL
3490124	인천광역시 중구 지역개발국 교통민원과	교통민원과	4	001	1	3490110	6280000	3490000	02	02	04		NULL	2811000000	NULL	NULL	NULL	NULL	20140228	20150512	20150813	1	NULL
3490125	인천광역시 중구 지역개발국 영종용유개발과	영종용유개발과	4	001	1	3490110	6280000	3490000	02	02	04		NULL	2811000000	NULL	NULL	NULL	NULL	20140228	20150512	20150813	1	NULL
3490126	인천광역시 중구 도시관리국	도시관리국	3	003	0	3490000	6280000	3490000	02	09	03			2800000000		009			20150512	20190218	20190327	1	NULL
3490127	인천광역시 중구 도시관리국 건설과	건설과	4	001	1	3490126	6280000	3490000	02	09	05								20150512	20190218	20190327	1	NULL
3490128	인천광역시 중구 도시관리국 영종개발과	영종개발과	4	001	1	3490126	6280000	3490000	02	09	05								20150512	20160905	20161022	1	NULL
3490129	인천광역시 중구 도시관리국 용유개발과	용유개발과	4	001	1	3490126	6280000	3490000	02	09	05								20150512	20160905	20161022	1	NULL
3490130	인천광역시 중구 도시관리국 도시개발과	도시개발과	4	001	1	3490126	6280000	3490000	02	09	05								20150512	20190218	20190327	1	NULL
3490131	인천광역시 중구 도시관리국 건축과	건축과	4	001	1	3490126	6280000	3490000	02	09	05								20150512	20190218	20190327	1	NULL
3490132	인천광역시 중구 도시관리국 항만공항해양과	항만공항해양과	4	001	1	3490126	6280000	3490000	02	09	05								20150512	20160905	20161022	1	NULL
3490133	인천광역시 중구 도시관리국 교통행정과	교통행정과	4	001	1	3490126	6280000	3490000	02	09	05								20150512	20160905	20161022	1	NULL
3490134	인천광역시 중구 도시관리국 교통민원과	교통민원과	4	001	1	3490126	6280000	3490000	02	09	05								20150512	20160905	20161022	1	NULL
3490135	인천광역시 중구 보건소 보건행정과	보건행정과	4	001	1	3490019	6280000	3490000	02	05	04								20150921		20150921	0	NULL
3490136	인천광역시 중구 용유출장소 무의지소	무의지소	4	002	1	3490062	6280000	3490000	02	09	07			2800000000					20160401	20160905	20161022	1	NULL
3490137	인천광역시 중구 영종용유지원단	영종용유지원단	3	003	1	3490000	6280000	3490000	02	09	09								20160905	20190218	20190327	1	NULL
3490138	인천광역시 중구 총무국 민원지적과	민원지적과	4	001	1	3490003	6280000	3490000	02	09	05								20160905	20191004	20191125	1	NULL
3490139	인천광역시 중구 주민생활지원국 위생환경과	위생환경과	4	001	1	3490064	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
3490140	인천광역시 중구 주민생활지원국 자원순환과	자원순환과	4	001	1	3490064	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
3490141	인천광역시 중구 도시관리국 교통운수과	교통운수과	4	001	1	3490126	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
3490142	인천광역시 중구 영종용유지원단 영종지원과	영종지원과	4	001	1	3490137	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
3490143	인천광역시 중구 영종용유지원단 용유지원과	용유지원과	4	001	1	3490137	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
3490144	인천광역시 중구 영종용유지원단 친환경조성과	친환경조성과	4	001	1	3490137	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
3490145	인천광역시 중구 영종용유지원단 기반시설과	기반시설과	4	001	1	3490137	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
3490146	인천광역시 중구 영종용유지원단 허가민원과	허가민원과	4	001	1	3490137	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
3490147	인천광역시 중구 영종용유지원단 교통지적과	교통지적과	4	001	1	3490137	6280000	3490000	02	09	05								20160905	20190218	20190327	1	NULL
