35500000010본청                                                                                                                                                                                                                                                                                                        2024100일반회계                                                                                                                                                                                                                                                                                                    202406101739483690          0                   0                   1739483690          0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   1739483690          0                   088
35500000010본청                                                                                                                                                                                                                                                                                                        2024420식품진흥기금                                                                                                                                                                                                                                                                                                202406100                   0                   0                   0                   0                   0                   0                   2500000             0                   0                   2500000             0                   0                   0                   0                   0                   -2500000            0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024407지역개발기금                                                                                                                                                                                                                                                                                                202406100                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   088
34900000010본청                                                                                                                                                                                                                                                                                                        2024100일반회계                                                                                                                                                                                                                                                                                                    202406102723621004          -112850             0                   2723508154          1334794             0                   0                   48689940            0                   0                   48689940            0                   0                   0                   5000000000          -5000000000         7673483420          0                   088
35400000010본청                                                                                                                                                                                                                                                                                                        2024100기타회계                                                                                                                                                                                                                                                                                                    2024061039600               0                   0                   39600               0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   39600               0                   088
35500000010본청                                                                                                                                                                                                                                                                                                        2024901기타회계                                                                                                                                                                                                                                                                                                    202406108058230             0                   0                   8058230             0                   0                   0                   451013450           0                   0                   451013450           0                   0                   0                   0                   0                   -442955220          0                   088
35000000010본청                                                                                                                                                                                                                                                                                                        2024225주차장                                                                                                                                                                                                                                                                                                      202406101878880             0                   0                   1878880             1878880             0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   088
35200000010본청                                                                                                                                                                                                                                                                                                        2024100일반회계                                                                                                                                                                                                                                                                                                    202406103747155210          -1366840            0                   3745788370          0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   3745788370          0                   088
35200000010본청                                                                                                                                                                                                                                                                                                        2024210의료급여기금 특별회계                                                                                                                                                                                                                                                                                       202406100                   0                   0                   0                   0                   0                   0                   9076000             0                   0                   9076000             0                   0                   0                   0                   0                   -9076000            0                   088
35200000010본청                                                                                                                                                                                                                                                                                                        2024410사회복지기금                                                                                                                                                                                                                                                                                                202406100                   0                   0                   0                   0                   0                   0                   2207700             0                   0                   2207700             0                   0                   0                   0                   0                   -2207700            0                   088
35200000010본청                                                                                                                                                                                                                                                                                                        2024901일반회계                                                                                                                                                                                                                                                                                                    202406109418270             0                   0                   9418270             0                   0                   0                   595861590           0                   0                   595861590           0                   0                   0                   0                   0                   -586443320          0                   088
35300000010본청                                                                                                                                                                                                                                                                                                        2024100일반회계                                                                                                                                                                                                                                                                                                    202406103123737050          -509902             0                   3123227148          0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   3123227148          0                   088
35400000010본청                                                                                                                                                                                                                                                                                                        2024100중소기업육성기금                                                                                                                                                                                                                                                                                            202406100                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   158701240           -158701240          158701240           0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024280도시철도사업특별회계                                                                                                                                                                                                                                                                                        202406101202741020          0                   0                   1202741020          1202741020          0                   0                   1202741020          0                   0                   1202741020          0                   0                   0                   0                   0                   -1202741020         0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024320하수도사업특별회계                                                                                                                                                                                                                                                                                          202406100                   -271620             0                   -271620             0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   0                   -271620             0                   088
62800000010본청                                                                                                                                                                                                                                                                                                        2024465재난관리기금                                                                                                                                                                                                                                                                                                202406101973440             0                   0                   1973440             1973440             0                   0                   218986330           0                   0                   218986330           0                   0                   0                   0                   0                   -218986330          0                   088
