IC61211120250730000000000000932                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35200253005070청학동                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0110청학동                                                                                                                                                                                                                                                                                                      3005행정복지센터                                                                                                                                                                                                                                                                                                                                                   
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35200273005090동춘2동                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             0130동춘2동                                                                                                                                                                                                                                                                                                     3005행정복지센터                                                                                                                                                                                                                                                                                                                                                   
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35200191105011연수구보건소                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        0030연수구보건소                                                                                                                                                                                                                                                                                                1105직속기관                                                                                                                                                                                                                                                                                                                                                       
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35201213005104송도3동                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             0143송도3동                                                                                                                                                                                                                                                                                                     3005행정복지센터                                                                                                                                                                                                                                                                                                                                                   
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35202331010050민원여권과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0010본청                                                                                                                                                                                                                                                                                                        1030자치행정국                                                                                                                                                                                                                                                                                                                                                     
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   99999992005000연수구의회                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0020의회                                                                                                                                                                                                                                                                                                        2005연수구의회                                                                                                                                                                                                                                                                                                                                                     
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35200513005020옥련2동                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             0060옥련2동                                                                                                                                                                                                                                                                                                     3005행정복지센터                                                                                                                                                                                                                                                                                                                                                   
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35200523005100동춘3동                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             0140동춘3동                                                                                                                                                                                                                                                                                                     3005행정복지센터                                                                                                                                                                                                                                                                                                                                                   
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35200961003001감사실                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0010본청                                                                                                                                                                                                                                                                                                        1003감사실                                                                                                                                                                                                                                                                                                                                                         
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35202311010020교육지원과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0010본청                                                                                                                                                                                                                                                                                                        1030자치행정국                                                                                                                                                                                                                                                                                                                                                     
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35200213005030선학동                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              0070선학동                                                                                                                                                                                                                                                                                                      3005행정복지센터                                                                                                                                                                                                                                                                                                                                                   
IC6121223520000인천광역시 연수구                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   35200771105012보건행정과                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          0030연수구보건소                                                                                                                                                                                                                                                                                                1105직속기관                                                                                                                                                                                                                                                                                                                                                       
